number,data
1,0.6374580248253143
2,0.31721901368411987
3,0.645117283467755
4,0.8679105918717713
5,0.26724507026699884
6,0.26370076579250346
7,0.6341532992738599
8,0.11066142765079434
9,0.1043180399767153
10,0.3963372997188095
11,0.02141820263158145
12,0.8104627150433591
13,0.8299789758463133
14,0.6073458092752552
15,0.742744200206915
16,0.7418116235673982
17,0.9348606534792775
18,0.5423411483819932
19,0.24457857934308647
20,0.13478919816056156
21,0.2789800298369529
22,0.6228190977878206
23,0.475983912055298
24,0.20627709257698612
25,0.27204842846321087
26,0.31995687352858426
27,0.9903176414047289
28,0.9475118753477523
29,0.04812612151701301
30,0.9971551003722722
31,0.10191594794570114
32,0.5515054430102722
33,0.7617465298632649
34,0.13615191116872116
35,0.6695872801479545
36,0.6179200121170713
37,0.44277835610282157
38,0.4127177054916942
39,0.6565793486629056
40,0.8987416483123304
41,0.023029970399790822
42,0.38798253041085207
43,0.23473941890514816
44,0.9953774395872287
45,0.1661136177838396
46,0.976279535218885
47,0.2954728795706686
48,0.40122581607651975
49,0.8129119022460336
50,0.43838901397084307
51,0.5289261874771124
52,0.4653068366519576
53,0.683304259583257
54,0.263941636522796
55,0.03355076176768246
56,0.26563525713216585
57,0.1500114706178871
58,0.6880846444516515
59,0.2418520418864918
60,0.6252339239807242
61,0.5322685580766654
62,0.5260335231369071
63,0.3317423362814348
64,0.7840234639983014
65,0.44988210620417646
66,0.9708959151165903
67,0.17739793624747513
68,0.2717771880007207
69,0.3484069875923904
70,0.07978791527982154
71,0.1394869949699752
72,0.14045257147699286
73,0.6847479748763062
74,0.08014914767841042
75,0.6226906292716765
76,0.19778260504673528
77,0.9312398198939398
78,0.77196862261982
79,0.6728875620469217
80,0.5610146034936815
81,0.2878269534735689
82,0.24465148792745228
83,0.7830035453186925
84,0.08985230790404708
85,0.32993384220508537
86,0.5611572405504863
87,0.07253083301618446
88,0.41919814975962977
89,0.875829684102757
90,0.044475690789393396
91,0.6556948788194702
92,0.40045015037655407
93,0.4608962350860023
94,0.7779301652738273
95,0.9324406922982703
96,0.960831830967048
97,0.8492331822272015
98,0.6797835754810067
99,0.44186938768439254
100,0.7403624972484173
101,0.5489846873219224
102,0.6179337885938606
103,0.7159994326624225
104,0.08937111373563023
105,0.07454912173574268
106,0.8784665184092426
107,0.08901357533339715
108,0.14766011678377
109,0.2789086430623522
110,0.4954857855277025
111,0.345939244018
112,0.2867204508059197
113,0.46155347523537604
114,0.6068444715013183
115,0.675512032504441
116,0.39649167985194644
117,0.6030562161437847
118,0.6760816983524687
119,0.7059390871081382
120,0.910622651506067
121,0.5818585414484078
122,0.6853186829257636
123,0.926335929526952
124,0.3793297103706441
125,0.20075296062708736
126,0.16740791855809145
127,0.9800027404040312
128,0.6638328709709536
129,0.5074444016764956
130,0.7500691423220966
131,0.6861245446898997
132,0.30836288177042603
133,0.12572774099446937
134,0.05999726994127752
135,0.4108647021059222
136,0.6075902500689925
137,0.1962954521855792
138,0.9457687233077808
139,0.1982174764626795
140,0.06119409281159738
141,0.7776433477731489
142,0.12660397363882325
143,0.07233749630444875
144,0.31920990053781406
145,0.389920678556703
146,0.9796533035887686
147,0.3360992335236196
148,0.8020324362242348
149,0.8745795772293943
150,0.7108124428661321
151,0.27070632560089014
152,0.0415642923038787
153,0.9145642474697399
154,0.42142663969383143
155,0.3572710311465076
156,0.8902823705512277
157,0.3101276253358787
158,0.18088117466803177
159,0.4605663143813954
160,0.8942123640530232
161,0.580753793718588
162,0.5811463241389897
163,0.7320691457533148
164,0.41603880815445293
165,0.3324338253501936
166,0.5300525965048022
167,0.22696121381797152
168,0.8108710642319135
169,0.9957974380130935
170,0.48272198784500187
171,0.4930457814188367
172,0.6902594062701943
173,0.21607277567653427
174,0.9435204164356364
175,0.0416279069753438
176,0.42677332403337576
177,0.5265324522790367
178,0.054171435395766854
179,0.8368160685161148
180,0.9083369245878222
181,0.7647061972914332
182,0.21358983752653649
183,0.03971152014662038
184,0.8040361139738065
185,0.70276823746434
186,0.040729244034730216
187,0.17685418454161428
188,0.7254494787316609
189,0.6398798071949684
190,0.6259183324831343
191,0.21137333506977785
192,0.09144700805699568
193,0.1250124937516054
194,0.8629996572908448
195,0.7567174858186702
196,0.5967865308519112
197,0.5416846850452975
198,0.673187082970567
199,0.879610286249582
200,0.21731489130341297
201,0.09190023042853723
202,0.08880341582504503
203,0.7308499300566572
204,0.9013265750524958
205,0.20776624203367144
206,0.22487058999752196
207,0.23978723954797188
208,0.21121218416114396
209,0.47142351303944274
210,0.34158077563048284
211,0.1896601001423851
212,0.3886134848250986
213,0.4856391235578963
214,0.16745354328921114
215,0.8802554331001018
216,0.22335434515839836
217,0.038375454304835466
218,0.21148418360780374
219,0.07421425964224881
220,0.21439502753718898
221,0.8155829423784581
222,0.7485568763262495
223,0.599632524409099
224,0.6278882779731668
225,0.3251205402985855
226,0.3809793907944835
227,0.4184256525835014
228,0.38828174131095883
229,0.4291562772594929
230,0.7550764095120478
231,0.4327971312425397
232,0.39422137186554584
233,0.7757238460371526
234,0.5506863901553913
235,0.7368152094260596
236,0.4460250470175636
237,0.36355738438712626
238,0.12148121206033169
239,0.528996395195969
240,0.26863559260427394
241,0.3316006391093186
242,0.5261342035319909
243,0.038758674005848315
244,0.16506912074645852
245,0.5822841164240038
246,0.8766516847509821
247,0.610786515620754
248,0.43858730265633383
249,0.10036157685678704
250,0.9437543861549339
251,0.9899817325273396
252,0.6673881522856906
253,0.0263964716420928
254,0.8617661674521765
255,0.9557576489884444
256,0.7655092723760702
257,0.9906386203424768
258,0.5089574573961195
259,0.017789781795394477
260,0.0354999591426195
261,0.7071046574663704
262,0.352326988599725
263,0.06934212793743877
264,0.35093506492303184
265,0.009382880164752527
266,0.6283657752939948
267,0.7852070317403491
268,0.26685089921560656
269,0.8123553310827278
270,0.9166938998376091
271,0.5841776683073394
272,0.594397924201139
273,0.831675660269175
274,0.04631501700860763
275,0.2120508941056065
276,0.4982215545869628
277,0.3579260446038348
278,0.6577773196075989
279,0.9680305031493559
280,0.0701828095142758
281,0.8267397436954355
282,0.8199386507844386
283,0.8578347519683677
284,0.9182261344616801
285,0.7043780594806817
286,0.28789597753225005
287,0.4939697758892241
288,0.35232645470816015
289,0.4184040689517635
290,0.333591324182151
291,0.634184465659907
292,0.47756390627941203
293,0.5886300644154484
294,0.10764873656173846
295,0.7688159263003491
296,0.10695916567628716
297,0.8277868964708142
298,0.23403279354704876
299,0.8559339297533949
300,0.9121435320359624
301,0.7738414529420403
302,0.4646586115360629
303,0.34812455382962426
304,0.9687261374878162
305,0.10797130222239992
306,0.5251014547209841
307,0.7906425874084837
308,0.8981924225062935
309,0.3731974800322013
310,0.6305721981674928
311,0.09989261546987538
312,0.16796231154783625
313,0.007855947865894941
314,0.4087367895627635
315,0.4405544285283999
316,0.6805670907760589
317,0.39507981141688986
318,0.714203708789238
319,0.36300387433600756
320,0.30986300973585235
321,0.43295028544167
322,0.1115752536601411
323,0.6976088045988161
324,0.9897972142833573
325,0.7177399576642276
326,0.5027153435026995
327,0.4261066348554685
328,0.9859753740405461
329,0.8847277122765317
330,0.18887395899007098
331,0.7591832454834685
332,0.7245485602434607
333,0.9002840913688493
334,0.23833699579788659
335,0.078526710891338
336,0.2096600147392571
337,0.9013673600376542
338,0.04797777003339598
339,0.6949604125903297
340,0.7971548397836927
341,0.6229653482351908
342,0.9510100056729427
343,0.4755521958620893
344,0.4352321796852874
345,0.47790608473722307
346,0.020628090024854773
347,0.7125767380896143
348,0.9335815068286414
349,0.03578573021647158
350,0.4629545438953385
351,0.8272206181247921
352,0.27639370642820926
353,0.4335148017734194
354,0.6540784168589773
355,0.5200705967781359
356,0.1435300303372794
357,0.737970033378104
358,0.14077166169480382
359,0.6360337683129222
360,0.1104394889285939
361,0.47115168735296453
362,0.8183570100873373
363,0.48862369764945623
364,0.33717882161548063
365,0.056041515640951944
366,0.8695117225689198
367,0.42968547591302253
368,0.0976779113135976
